postal_code,year,business_count
08049,2019,3
08049,2020,1
08049,2021,1
08051,2006,1
08051,2008,1
08051,2009,1
08051,2010,4
08051,2011,4
08051,2012,5
08051,2013,4
08051,2014,5
08051,2015,6
08051,2016,2
08051,2017,3
08051,2019,1
08051,2020,1
08052,2006,2
08052,2007,12
08052,2008,8
08052,2009,15
08052,2010,8
08052,2011,25
08052,2012,18
08052,2013,18
08052,2014,18
08052,2015,13
08052,2016,10
08052,2017,8
08052,2018,6
08052,2019,6
08052,2020,5
08052,2021,1
08053,2006,3
08053,2007,19
08053,2008,37
08053,2009,21
08053,2010,29
08053,2011,43
08053,2012,39
08053,2013,52
08053,2014,48
08053,2015,52
08053,2016,32
08053,2017,46
08053,2018,26
08053,2019,17
08053,2020,13
08053,2021,5
08054,2006,7
08054,2007,14
08054,2008,16
08054,2009,28
08054,2010,49
08054,2011,53
08054,2012,54
08054,2013,30
08054,2014,34
08054,2015,44
08054,2016,24
08054,2017,23
08054,2018,15
08054,2019,11
08054,2020,8
08054,2021,2
08055,2006,1
08055,2007,19
08055,2008,14
08055,2009,6
08055,2010,6
08055,2011,24
08055,2012,15
08055,2013,23
08055,2014,21
08055,2015,27
08055,2016,10
08055,2017,14
08055,2018,10
08055,2019,5
08055,2020,4
08055,2021,1
08056,2009,2
08056,2012,1
08056,2015,1
08057,2006,5
08057,2007,3
08057,2008,11
08057,2009,8
08057,2010,24
08057,2011,31
08057,2012,23
08057,2013,18
08057,2014,24
08057,2015,22
08057,2016,14
08057,2017,8
08057,2018,8
08057,2019,5
08057,2020,4
08057,2021,1
08059,2008,1
08059,2010,6
08059,2011,4
08059,2012,1
08059,2013,6
08059,2014,4
08059,2015,3
08059,2016,1
08059,2017,3
08059,2018,1
08059,2019,1
08059,2020,1
08060,2007,4
08060,2008,2
08060,2009,7
08060,2010,21
08060,2011,13
08060,2012,21
08060,2013,29
08060,2014,22
08060,2015,15
08060,2016,12
08060,2017,7
08060,2018,3
08060,2019,8
08060,2020,7
08060,2021,3
08061,2010,1
08061,2013,1
08062,2007,1
08062,2008,1
08062,2009,2
08062,2010,10
08062,2011,7
08062,2012,4
08062,2013,6
08062,2014,11
08062,2015,9
08062,2016,5
08062,2017,7
08062,2018,9
08062,2019,2
08062,2021,1
08063,2009,1
08063,2013,2
08063,2015,1
08063,2017,1
08063,2018,1
08065,2007,2
08065,2009,1
08065,2010,4
08065,2011,4
08065,2012,3
08065,2013,3
08065,2014,6
08065,2015,5
08065,2016,1
08065,2017,4
08065,2018,3
08065,2020,1
08065,2021,1
08066,2006,2
08066,2007,1
08066,2010,1
08066,2011,3
08066,2012,9
08066,2013,2
08066,2014,3
08066,2016,3
08066,2021,1
08067,2012,2
08067,2013,1
08067,2014,1
08068,2010,1
08068,2011,2
08068,2012,2
08068,2013,2
08068,2014,2
08069,2006,2
08069,2009,5
08069,2010,3
08069,2011,4
08069,2012,5
08069,2013,3
08069,2014,1
08069,2015,4
08069,2016,2
08069,2017,1
08070,2006,1
08070,2007,2
08070,2008,3
08070,2009,5
08070,2010,2
08070,2011,5
08070,2012,8
08070,2013,10
08070,2015,3
08070,2016,1
08070,2017,5
08070,2018,1
08070,2019,2
08071,2007,3
08071,2008,1
08071,2009,4
08071,2010,3
08071,2011,4
08071,2012,3
08071,2013,8
08071,2014,8
08071,2015,8
08071,2016,8
08071,2017,4
08071,2018,1
08071,2019,3
08071,2020,2
08071,2021,3
08072,2011,1
08073,2014,1
08074,2011,1
08074,2013,1
08075,2007,1
08075,2008,3
08075,2009,5
08075,2010,11
08075,2011,24
08075,2012,14
08075,2013,16
08075,2014,19
08075,2015,14
08075,2016,8
08075,2017,5
08075,2018,4
08075,2019,5
08075,2020,2
08075,2021,1
08077,2006,1
08077,2007,4
08077,2008,8
08077,2009,4
08077,2010,12
08077,2011,16
08077,2012,21
08077,2013,17
08077,2014,13
08077,2015,14
08077,2016,7
08077,2017,6
08077,2018,5
08077,2019,6
08077,2020,2
08077,2021,1
08078,2006,2
08078,2007,1
08078,2008,1
08078,2009,3
08078,2010,6
08078,2011,10
08078,2012,4
08078,2013,6
08078,2014,2
08078,2015,11
08078,2016,7
08078,2017,4
08078,2018,3
08078,2020,2
08078,2021,1
08079,2010,3
08079,2011,2
08079,2012,1
08079,2013,3
08079,2014,3
08079,2015,2
08079,2017,1
08079,2018,1
08080,2006,6
08080,2007,1
08080,2008,3
08080,2009,11
08080,2010,14
08080,2011,19
08080,2012,27
08080,2013,32
08080,2014,32
08080,2015,38
08080,2016,21
08080,2017,17
08080,2018,10
08080,2019,9
08080,2020,7
08080,2021,3
08081,2007,1
08081,2008,3
08081,2009,13
08081,2010,18
08081,2011,23
08081,2012,11
08081,2013,20
08081,2014,16
08081,2015,21
08081,2016,19
08081,2017,11
08081,2018,4
08081,2019,5
08081,2020,4
08081,2021,6
08083,2007,1
08083,2008,7
08083,2009,2
08083,2010,5
08083,2011,5
08083,2012,6
08083,2013,10
08083,2014,4
08083,2015,9
08083,2016,1
08083,2017,5
08083,2019,2
08083,2020,1
08084,2008,3
08084,2009,1
08084,2010,2
08084,2011,3
08084,2012,9
08084,2013,4
08084,2014,2
08084,2015,4
08084,2016,4
08084,2017,3
08084,2018,3
08084,2019,1
08084,2020,1
08084,2021,3
08085,2007,1
08085,2008,2
08085,2009,6
08085,2010,2
08085,2011,9
08085,2012,19
08085,2013,10
08085,2014,17
08085,2015,16
08085,2016,7
08085,2017,8
08085,2018,3
08085,2019,5
08085,2020,3
08085,2021,1
08086,2008,1
08086,2009,1
08086,2010,5
08086,2011,4
08086,2012,5
08086,2013,7
08086,2014,3
08086,2015,2
08086,2016,7
08086,2017,2
08086,2019,1
08088,2007,1
08088,2008,3
08088,2009,5
08088,2010,7
08088,2011,6
08088,2012,4
08088,2013,10
08088,2014,6
08088,2015,9
08088,2016,5
08088,2017,3
08088,2019,2
08088,2020,1
08088,2021,1
08089,2011,3
08089,2012,1
08089,2014,1
08089,2015,3
08089,2016,1
08089,2020,2
08090,2009,1
08090,2010,1
08090,2011,1
08090,2012,5
08090,2013,3
08090,2014,1
08090,2015,2
08090,2016,1
08090,2017,1
08090,2019,1
08090,2020,1
08091,2007,2
08091,2008,2
08091,2009,3
08091,2010,10
08091,2011,7
08091,2012,8
08091,2013,15
08091,2014,16
08091,2015,13
08091,2016,6
08091,2017,2
08091,2018,3
08091,2019,8
08091,2020,2
08093,2006,1
08093,2009,1
08093,2010,2
08093,2012,6
08093,2013,4
08093,2014,6
08093,2015,4
08093,2016,2
08093,2017,2
08093,2018,4
08093,2019,1
08094,2007,1
08094,2008,1
08094,2009,8
08094,2010,7
08094,2011,8
08094,2012,18
08094,2013,14
08094,2014,19
08094,2015,13
08094,2016,9
08094,2017,10
08094,2018,10
08094,2019,5
08094,2020,1
08094,2021,2
08095,2012,1
08095,2016,1
08096,2006,4
08096,2007,2
08096,2008,5
08096,2009,25
08096,2010,15
08096,2011,39
08096,2012,46
08096,2013,45
08096,2014,42
08096,2015,35
08096,2016,25
08096,2017,18
08096,2018,17
08096,2019,8
08096,2020,4
08096,2021,4
08097,2008,1
08097,2009,2
08097,2011,2
08097,2012,3
08097,2013,8
08097,2014,1
08097,2015,7
08097,2016,4
08097,2017,2
08097,2018,2
08097,2019,1
08097,2021,1
08098,2007,1
08098,2008,1
08098,2009,3
08098,2010,3
08098,2011,8
08098,2012,4
08098,2013,6
08098,2014,2
08098,2015,5
08098,2016,2
08098,2017,2
08100,2007,1
08101,2017,1
08102,2007,1
08102,2008,2
08102,2009,1
08102,2010,5
08102,2011,2
08102,2012,2
08102,2013,4
08102,2014,2
08102,2015,3
08102,2016,2
08102,2017,3
08102,2018,1
08102,2019,2
08102,2020,1
08102,2021,1
08103,2007,4
08103,2008,2
08103,2009,2
08103,2010,1
08103,2011,2
08103,2012,2
08103,2013,2
08103,2014,1
08103,2015,7
08103,2016,1
08103,2017,1
08103,2018,1
08103,2019,1
08103,2021,1
08104,2009,1
08104,2010,2
08104,2011,1
08104,2012,1
08104,2013,3
08104,2014,4
08104,2015,2
08104,2016,1
08104,2017,2
08104,2020,1
08104,2021,1
08105,2009,1
08105,2010,2
08105,2011,3
08105,2012,1
08105,2013,4
08105,2014,3
08105,2015,6
08105,2016,4
08105,2017,1
08105,2019,3
08106,2006,1
08106,2007,1
08106,2008,3
08106,2009,4
08106,2010,9
08106,2011,14
08106,2012,9
08106,2013,5
08106,2014,4
08106,2015,7
08106,2016,5
08106,2017,5
08106,2018,5
08106,2019,4
08106,2020,4
08106,2021,1
08107,2007,3
08107,2008,3
08107,2009,3
08107,2010,6
08107,2011,10
08107,2012,7
08107,2013,5
08107,2014,4
08107,2015,8
08107,2016,7
08107,2017,3
08107,2018,5
08107,2019,4
08107,2020,4
08108,2006,8
08108,2007,6
08108,2008,21
08108,2009,32
08108,2010,23
08108,2011,25
08108,2012,21
08108,2013,27
08108,2014,11
08108,2015,18
08108,2016,14
08108,2017,6
08108,2018,12
08108,2019,11
08108,2020,6
08108,2021,3
08109,2005,1
08109,2006,2
08109,2007,5
08109,2008,8
08109,2009,7
08109,2010,8
08109,2011,11
08109,2012,13
08109,2013,13
08109,2014,16
08109,2015,21
08109,2016,10
08109,2017,11
08109,2018,8
08109,2019,7
08109,2020,4
08109,2021,2
08110,2007,4
08110,2008,4
08110,2009,1
08110,2010,8
08110,2011,9
08110,2012,9
08110,2013,11
08110,2014,15
08110,2015,7
08110,2016,10
08110,2017,5
08110,2018,4
08110,2020,3
08110,2021,1
08247,2018,1
08302,2008,1
08302,2011,1
08312,2010,2
08312,2011,2
08312,2013,3
08312,2014,5
08312,2015,2
08312,2016,3
08312,2018,1
08312,2019,1
08318,2008,1
08318,2009,2
08318,2010,3
08318,2011,5
08318,2012,3
08318,2013,5
08318,2014,3
08318,2015,2
08318,2016,1
08318,2017,1
08318,2019,1
08318,2020,1
08322,2008,1
08322,2009,2
08322,2010,3
08322,2011,2
08322,2012,3
08322,2013,4
08322,2014,7
08322,2015,1
08322,2017,1
08322,2018,1
08328,2008,1
08328,2009,2
08328,2011,2
08328,2012,2
08328,2014,1
08328,2015,3
08328,2016,1
08328,2017,1
08328,2019,1
08340,2015,1
08343,2012,1
08343,2013,1
08343,2014,2
08343,2015,2
08343,2016,1
08343,2018,1
08343,2019,1
08344,2009,2
08344,2010,1
08344,2011,2
08344,2017,1
08344,2021,1
08401,2015,1
08501,2020,1
08505,2007,3
08505,2008,10
08505,2009,13
08505,2010,9
08505,2011,15
08505,2012,14
08505,2013,10
08505,2014,7
08505,2015,9
08505,2016,8
08505,2017,8
08505,2018,5
08505,2019,2
08505,2020,4
08505,2021,1
08510,2015,1
08515,2012,1
08515,2013,1
08515,2016,1
08518,2011,2
08518,2012,2
08518,2013,2
08518,2014,1
08518,2015,2
08518,2016,2
08518,2019,1
08518,2020,1
08530,2005,1
08530,2006,2
08530,2007,9
08530,2008,16
08530,2009,14
08530,2010,12
08530,2011,12
08530,2012,9
08530,2013,11
08530,2014,11
08530,2015,8
08530,2016,4
08530,2018,10
08530,2020,3
08530,2021,2
08534,2009,1
08534,2011,1
08534,2012,1
08534,2013,3
08534,2016,1
08534,2018,2
08554,2011,1
08554,2012,1
08554,2013,2
08554,2015,1
08560,2007,1
08560,2008,1
08560,2012,1
08560,2013,1
08560,2014,2
08560,2015,3
08601,2019,1
08607,2007,1
08608,2007,3
08608,2008,2
08608,2009,2
08608,2010,2
08608,2011,3
08608,2012,6
08608,2013,1
08608,2014,5
08608,2015,6
08608,2016,5
08608,2017,5
08608,2019,2
08609,2008,1
08609,2010,1
08609,2011,1
08609,2012,4
08609,2013,3
08609,2014,3
08609,2015,1
08609,2016,4
08609,2017,2
08609,2018,2
08609,2019,1
08609,2020,1
08610,2005,1
08610,2007,1
08610,2008,3
08610,2009,6
08610,2010,2
08610,2011,6
08610,2012,9
08610,2013,8
08610,2014,15
08610,2015,15
08610,2016,12
08610,2017,6
08610,2018,3
08610,2019,2
08610,2020,2
08610,2021,1
08611,2006,1
08611,2007,5
08611,2008,5
08611,2009,4
08611,2010,3
08611,2011,6
08611,2012,10
08611,2013,6
08611,2014,9
08611,2015,8
08611,2016,7
08611,2017,2
08611,2019,3
08611,2020,2
08611,2021,2
08618,2008,3
08618,2009,2
08618,2010,6
08618,2011,2
08618,2012,3
08618,2013,10
08618,2014,6
08618,2015,7
08618,2016,8
08618,2017,8
08618,2018,5
08618,2019,1
08618,2020,3
08619,2006,1
08619,2007,4
08619,2008,3
08619,2009,4
08619,2010,1
08619,2011,5
08619,2012,4
08619,2013,8
08619,2014,7
08619,2015,4
08619,2016,5
08619,2017,2
08619,2018,2
08619,2019,1
08620,2013,1
08625,2011,1
08628,2006,1
08628,2007,1
08628,2008,7
08628,2009,8
08628,2010,10
08628,2011,12
08628,2012,17
08628,2013,14
08628,2014,7
08628,2015,5
08628,2016,4
08628,2017,6
08628,2018,5
08628,2019,3
08628,2020,3
08629,2006,3
08629,2007,1
08629,2008,1
08629,2009,1
08629,2011,1
08629,2012,1
08629,2013,3
08629,2014,2
08629,2016,4
08629,2018,2
08629,2019,1
08638,2007,1
08638,2008,1
08638,2009,3
08638,2010,12
08638,2011,3
08638,2012,16
08638,2013,17
08638,2014,11
08638,2015,8
08638,2016,13
08638,2017,5
08638,2018,7
08638,2019,7
08638,2020,3
08638,2021,3
08648,2007,4
08648,2008,1
08648,2009,3
08648,2010,1
08648,2011,1
08648,2012,5
08648,2013,4
08648,2014,2
08648,2015,1
08648,2016,2
08648,2017,1
08648,2018,2
08648,2019,1
08690,2012,1
08691,2011,2
08691,2013,1
08825,2009,1
10426,2021,1
11735,2015,1
15301,2018,1
17701,2015,1
18041,2013,1
18054,2010,1
18054,2011,2
18054,2012,1
18054,2015,1
18054,2016,1
18054,2017,1
18054,2018,1
18054,2019,2
18073,2007,1
18073,2008,1
18073,2009,2
18073,2010,4
18073,2011,2
18073,2012,3
18073,2013,3
18073,2014,1
18073,2015,4
18073,2017,1
18074,2009,1
18074,2010,2
18074,2011,1
18074,2012,1
18074,2014,2
18074,2015,3
18074,2017,2
18074,2018,1
18074,2019,1
18076,2009,1
18076,2010,1
18076,2011,1
18076,2014,1
18076,2015,1
18076,2018,1
18084,2010,2
18360,2019,1
18615,2017,1
18901,2006,3
18901,2007,9
18901,2008,52
18901,2009,59
18901,2010,30
18901,2011,37
18901,2012,41
18901,2013,49
18901,2014,46
18901,2015,33
18901,2016,33
18901,2017,26
18901,2018,23
18901,2019,11
18901,2020,9
18901,2021,4
18902,2008,6
18902,2009,4
18902,2010,7
18902,2011,12
18902,2012,9
18902,2013,10
18902,2014,8
18902,2015,13
18902,2016,8
18902,2017,6
18902,2018,3
18902,2019,4
18902,2020,2
18902,2021,2
18911,2009,1
18911,2012,1
18912,2006,1
18912,2007,1
18912,2008,4
18912,2009,3
18912,2010,2
18912,2011,1
18912,2012,1
18912,2013,3
18912,2014,1
18912,2016,1
18912,2018,2
18912,2021,1
18913,2009,2
18914,2007,2
18914,2008,8
18914,2009,6
18914,2010,18
18914,2011,5
18914,2012,8
18914,2013,25
18914,2014,13
18914,2015,8
18914,2016,8
18914,2017,6
18914,2018,4
18914,2019,8
18914,2020,2
18914,2021,2
18915,2008,3
18915,2009,2
18915,2010,2
18915,2011,8
18915,2012,5
18915,2013,5
18915,2014,5
18915,2016,5
18915,2017,7
18915,2018,4
18915,2019,1
18916,2010,1
18917,2008,1
18917,2009,3
18917,2010,4
18917,2011,2
18917,2012,4
18917,2013,1
18917,2014,4
18917,2015,1
18917,2017,1
18917,2018,3
18917,2021,1
18918,2007,1
18918,2013,1
18922,2015,1
18923,2008,1
18923,2011,2
18923,2016,3
18923,2017,1
18924,2010,1
18925,2008,1
18925,2010,1
18925,2011,1
18925,2012,1
18925,2013,4
18925,2014,4
18925,2015,2
18925,2017,2
18925,2019,1
18927,2010,1
18927,2016,1
18928,2009,2
18928,2010,1
18928,2011,1
18928,2013,1
18928,2014,1
18928,2015,1
18929,2008,1
18929,2009,4
18929,2010,5
18929,2011,2
18929,2012,9
18929,2013,3
18929,2014,4
18929,2015,5
18929,2016,4
18929,2018,1
18929,2019,1
18929,2021,1
18931,2006,3
18931,2007,2
18931,2008,7
18931,2009,3
18931,2010,3
18931,2011,5
18931,2012,4
18931,2013,5
18931,2014,2
18931,2015,2
18931,2016,3
18931,2017,1
18931,2019,3
18931,2020,1
18931,2021,1
18932,2009,1
18932,2010,2
18932,2011,1
18932,2012,1
18932,2015,1
18934,2009,1
18934,2014,1
18936,2007,2
18936,2008,4
18936,2009,14
18936,2010,9
18936,2011,10
18936,2012,9
18936,2013,9
18936,2014,9
18936,2015,4
18936,2016,4
18936,2017,6
18936,2018,4
18936,2019,1
18938,2005,7
18938,2006,5
18938,2007,9
18938,2008,22
18938,2009,22
18938,2010,18
18938,2011,19
18938,2012,26
18938,2013,20
18938,2014,25
18938,2015,20
18938,2016,11
18938,2017,19
18938,2018,8
18938,2019,11
18938,2020,6
18938,2021,4
18940,2006,2
18940,2007,8
18940,2008,19
18940,2009,27
18940,2010,32
18940,2011,27
18940,2012,31
18940,2013,46
18940,2014,26
18940,2015,34
18940,2016,18
18940,2017,15
18940,2018,15
18940,2019,17
18940,2020,8
18940,2021,3
18944,2008,1
18944,2009,4
18944,2010,10
18944,2011,15
18944,2012,8
18944,2013,5
18944,2014,14
18944,2015,15
18944,2016,6
18944,2017,6
18944,2018,3
18944,2019,4
18944,2020,1
18944,2021,2
18946,2007,1
18946,2012,1
18946,2018,1
18947,2007,1
18947,2008,1
18947,2009,2
18947,2010,3
18947,2011,3
18947,2012,3
18947,2013,5
18947,2014,4
18947,2015,5
18947,2017,1
18949,2007,1
18949,2008,1
18949,2010,1
18949,2012,3
18949,2013,1
18949,2015,4
18949,2016,1
18949,2017,1
18949,2019,1
18951,2006,1
18951,2007,1
18951,2008,2
18951,2009,2
18951,2010,7
18951,2011,10
18951,2012,7
18951,2013,10
18951,2014,7
18951,2015,8
18951,2016,7
18951,2017,10
18951,2018,1
18951,2019,2
18951,2020,1
18951,2021,1
18954,2007,5
18954,2008,6
18954,2009,2
18954,2010,6
18954,2011,11
18954,2012,11
18954,2013,9
18954,2014,7
18954,2015,8
18954,2016,3
18954,2017,7
18954,2018,7
18954,2019,4
18954,2020,1
18956,2011,1
18960,2008,2
18960,2009,4
18960,2010,3
18960,2011,5
18960,2012,6
18960,2013,4
18960,2014,3
18960,2015,4
18960,2016,3
18960,2017,2
18960,2018,2
18960,2019,1
18962,2010,1
18962,2011,3
18962,2012,1
18962,2014,1
18962,2019,1
18963,2010,1
18964,2008,6
18964,2009,8
18964,2010,8
18964,2011,9
18964,2012,13
18964,2013,15
18964,2014,16
18964,2015,14
18964,2016,7
18964,2017,7
18964,2018,2
18964,2019,2
18964,2021,1
18966,2006,2
18966,2007,4
18966,2008,8
18966,2009,19
18966,2010,13
18966,2011,22
18966,2012,26
18966,2013,28
18966,2014,30
18966,2015,21
18966,2016,16
18966,2017,10
18966,2018,10
18966,2019,9
18966,2020,4
18966,2021,1
18969,2007,2
18969,2008,1
18969,2009,4
18969,2010,3
18969,2011,1
18969,2012,3
18969,2013,7
18969,2014,2
18969,2015,7
18969,2016,3
18969,2017,2
18969,2018,2
18969,2019,1
18969,2020,2
18969,2021,1
18971,2009,1
18972,2011,1
18974,2008,22
18974,2009,24
18974,2010,21
18974,2011,30
18974,2012,28
18974,2013,39
18974,2014,34
18974,2015,32
18974,2016,17
18974,2017,23
18974,2018,13
18974,2019,9
18974,2020,8
18974,2021,4
18976,2007,2
18976,2008,11
18976,2009,11
18976,2010,16
18976,2011,28
18976,2012,17
18976,2013,17
18976,2014,19
18976,2015,22
18976,2016,29
18976,2017,10
18976,2018,9
18976,2019,12
18976,2021,6
18977,2008,1
18977,2009,10
18977,2010,2
18977,2011,1
18977,2012,2
18977,2013,1
18977,2014,1
18977,2015,2
18977,2016,1
18977,2021,1
18979,2012,1
18980,2012,1
18984,2009,1
19001,2007,5
19001,2008,14
19001,2009,14
19001,2010,12
19001,2011,19
19001,2012,14
19001,2013,28
19001,2014,16
19001,2015,16
19001,2016,17
19001,2017,10
19001,2018,7
19001,2019,5
19001,2020,4
19001,2021,3
19002,2007,6
19002,2008,16
19002,2009,17
19002,2010,12
19002,2011,33
19002,2012,26
19002,2013,32
19002,2014,21
19002,2015,21
19002,2016,19
19002,2017,15
19002,2018,14
19002,2019,10
19002,2020,6
19002,2021,2
19003,2006,2
19003,2007,23
19003,2008,50
19003,2009,23
19003,2010,33
19003,2011,30
19003,2012,35
19003,2013,35
19003,2014,29
19003,2015,23
19003,2016,19
19003,2017,22
19003,2018,19
19003,2019,17
19003,2020,9
19003,2021,7
19003,2022,1
19004,2006,3
19004,2007,6
19004,2008,16
19004,2009,22
19004,2010,17
19004,2011,18
19004,2012,25
19004,2013,23
19004,2014,21
19004,2015,13
19004,2016,16
19004,2017,12
19004,2018,4
19004,2019,3
19004,2020,1
19004,2021,5
19006,2006,1
19006,2007,2
19006,2008,6
19006,2009,12
19006,2010,13
19006,2011,11
19006,2012,16
19006,2013,18
19006,2014,32
19006,2015,27
19006,2016,20
19006,2017,13
19006,2018,9
19006,2019,5
19006,2020,2
19006,2021,1
19007,2007,1
19007,2008,4
19007,2009,7
19007,2010,17
19007,2011,6
19007,2012,17
19007,2013,4
19007,2014,13
19007,2015,18
19007,2016,10
19007,2017,20
19007,2018,5
19007,2019,9
19007,2020,1
19007,2021,2
19008,2006,2
19008,2007,2
19008,2008,10
19008,2009,12
19008,2010,18
19008,2011,20
19008,2012,20
19008,2013,19
19008,2014,15
19008,2015,21
19008,2016,12
19008,2017,4
19008,2018,5
19008,2019,4
19008,2020,3
19008,2021,1
19009,2008,2
19009,2013,2
19009,2015,1
19010,2006,3
19010,2007,22
19010,2008,27
19010,2009,16
19010,2010,23
19010,2011,30
19010,2012,33
